Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
76857.0,1.140207954,1.156431079,-1.471577967,2.076278405,0.774809059,-1.002531952,0.264947929,0.013162261,0.248835339,-2.100666513,0.763204841,-0.944916479,-1.419034471,-4.683619696,0.519282301,0.908454083,4.133666669,1.306204525,-1.094716474,-0.125097258,-0.387894981,-0.866811936,-0.12158264,-0.356108586,0.634572811,-0.306311023,0.094086818,0.121064728,1.0,1
36268.0,-0.640201502,1.605846024,1.647260043,2.832147245,-0.537074914,-0.140052949,-0.052574639,0.564241945,-1.270552918,0.677318322,-0.869209674,-0.858261382,-0.833574442,0.679835487,1.43348446,0.282661498,0.144154006,0.310104845,0.712519874,0.07692559,-0.004073727,-0.065576868,0.023238877,0.333385933,-0.5015684,0.079499602,0.277332111,0.154392458,0.77,0
51295.0,-0.617122191,0.631570974,0.608346207,-1.312265914,-0.681393809,-1.130050019,0.124136752,0.252141629,-1.952418798,0.321010745,1.158966743,-0.621307751,-1.137962111,0.721520495,-0.415607341,0.922076481,0.475949246,-0.832576043,1.019778709,-0.085189937,0.375939168,0.724204646,-0.228480224,0.540562917,0.246958049,-0.1621038,-0.24290068,-0.037175736,15.0,0
66768.0,-2.872977611,2.473067214,0.114565792,-1.835694435,-0.75355089,-0.297164813,-0.326478732,1.180122376,0.706517072,1.095022716,1.032199699,1.097088189,0.240591678,0.260090305,0.084807258,0.683859807,-0.499539331,-0.251101527,-0.856428494,0.723250063,-0.142687187,-0.179855215,0.096784353,-0.300979587,0.012128013,0.787480442,0.753942633,0.456725569,3.76,0
150691.0,2.020577527,0.197459328,-1.483527082,0.526709144,0.257930962,-1.067644159,0.237170466,-0.284971694,0.349457398,-0.410787894,0.05736384,0.712163399,0.683410307,-0.948577645,0.138213545,0.077355178,0.673691728,-0.648120169,-0.216589232,-0.122159461,-0.313979502,-0.772296469,0.395922717,1.01230528,-0.318748296,0.142389347,-0.055228176,-0.023407597,7.14,0
159712.0,0.147526014,0.051633696,-0.362566428,-1.549269437,2.250169482,4.013510894,-0.457763281,1.142917575,0.668678194,-0.802202884,-0.43037621,0.144088822,-0.204884723,-0.120317892,0.457548466,0.04618636,-0.703814213,0.208394631,-0.584135262,-0.115076885,0.257812054,0.806601772,-0.074307688,0.716558696,-0.276905984,-0.26497799,0.100816619,0.008694306,9.99,0
127961.0,-0.848393639,0.015615785,1.017347862,-1.162161011,0.044917906,0.004491592,1.052442791,0.192461425,-0.185981846,-0.952803122,0.396668675,-0.454495202,-2.039878524,0.502574461,-0.74355199,0.647897693,-0.778832073,0.411047229,-0.404861459,0.136105,0.051116089,-0.332284778,0.061879813,0.721245407,0.691816833,0.510860781,-0.221915915,-0.074085838,159.95,0
84963.0,-1.021602868,0.610482595,2.178844872,-0.520211358,0.867606222,0.030274725,1.202215849,-0.150174203,0.08588579,-0.441128466,0.736267861,-0.156016151,-2.198489123,-0.065782037,-1.705938118,-0.089155711,-0.698102575,-0.362703789,-1.551616528,-0.276350223,-0.111335191,-0.063603214,-0.447118546,-0.031224866,0.660428735,-0.636534005,-0.45888765,-0.394732072,6.99,0
78248.0,1.149676434,-0.107625263,0.59657695,0.727826903,-0.431232237,0.175730953,-0.349204379,0.209282912,0.425210895,-0.072326562,1.053998026,1.000039258,-0.632920901,0.124565608,-0.79938824,-0.440975556,0.143499328,-0.462004818,0.123601471,-0.185749828,-0.017998777,0.186499303,-0.061473887,0.066382984,0.469532482,0.452955763,-0.005105644,-0.004754795,1.0,0
75672.0,-0.292897537,0.730777924,1.111827299,0.746491654,0.483416058,-0.367776756,0.480003108,0.015750928,-0.325175473,-0.184634178,-1.470818801,-1.039685375,-1.062930308,0.500380297,1.320748926,0.098359228,-0.465287331,0.532788441,0.755204225,0.000796673,0.024209911,-0.014316847,-0.133932443,-0.505215076,-0.325837268,-0.388909316,0.165394155,0.162076793,10.0,0
51978.0,0.774693601,-1.097691497,0.969527548,0.666715964,-1.464402332,-0.122876224,-0.510117376,-0.012964938,-0.779802586,0.584640056,0.005054371,0.517822071,1.126747489,-0.150916597,1.390294954,-1.337172344,-0.032175718,0.931340377,-1.890852466,-0.038250993,-0.142288609,-0.383771955,-0.040083722,0.366138062,0.041958632,-0.465081313,0.058609436,0.086399965,244.39,0
123652.0,2.00688743,-0.106558815,-1.259507653,0.238841529,0.246497667,-0.45063443,0.122282311,-0.146884792,0.195721424,0.192920338,1.008092191,1.497862294,0.66046589,0.284005969,-0.962435182,-0.081931909,-0.49095054,-0.462712304,0.486277336,-0.120941583,-0.186554633,-0.426551686,0.293478098,0.798282742,-0.188939698,0.21677526,-0.079165231,-0.062618959,13.49,0
45356.0,0.793176645,-0.960598721,1.510272192,1.741699983,-1.411633753,1.032857523,-1.034621609,0.527285547,1.652768464,-0.247048828,-0.284325621,0.66505199,-1.527916925,-0.618235492,-2.111619878,-0.147594351,0.024882005,0.572983721,0.552659494,0.059275383,0.033137567,0.181402741,-0.258806307,0.02896138,0.473971221,-0.233033667,0.069067888,0.047390023,151.97,0
121046.0,-1.724235759,1.616562611,-0.051607082,-1.230239199,-0.453947559,-0.213464413,-0.384933355,0.88551634,0.935834613,-0.31828218,-2.106770811,0.092399474,0.206927841,0.114951972,0.361406755,0.705462842,-0.666537757,0.216529573,0.157984939,0.006164394,-0.209369608,-0.702621272,0.018359763,-1.050909322,0.091581809,-0.215916625,-0.19209339,0.094208705,3.78,0
40573.0,1.236821162,0.055496587,0.617926652,0.882157394,-0.590356291,-0.588493038,-0.109362923,-0.12485645,0.554266129,-0.223260707,-0.717986146,0.696192377,0.35985666,-0.277424582,-0.447137957,-0.385049074,0.063471814,-0.615522148,0.187984182,-0.107543232,-0.087457018,0.030614069,-0.088960358,0.465463125,0.603302375,0.437324788,-0.012067285,0.010835773,1.0,0
39754.0,-1.035349863,1.75229126,0.551579965,0.799325385,0.517207862,-0.37361448,0.85874195,-0.121723959,-0.037285518,0.493258184,2.064235122,-0.3489456,-1.434707841,-1.417188292,0.948150839,-0.071424881,1.131955683,0.895282695,-0.008056408,0.263885313,0.004367194,0.446696171,-0.168274951,0.052129257,-0.403938099,-0.430251774,-0.481409076,-0.419543443,5.38,0
143237.0,0.355689668,-0.004542019,-0.325600934,-2.137137371,0.488606281,-0.187600566,0.46078327,-0.107552213,-1.565888904,0.330711795,0.642467921,0.009028801,0.952718036,-0.105852601,-0.782421754,1.188052063,-0.409364491,-0.676760874,0.587094724,0.16090629,0.546741477,1.456204426,-0.207585875,0.291386792,0.066206402,-0.027737807,-0.009506703,-0.018790466,40.0,0
158123.0,-1.514747565,0.141511742,-1.778120737,-1.523663584,2.872004779,3.271862221,0.332930521,1.396444338,-0.162357803,-1.897448534,-0.048523583,-0.028100644,-0.462884761,-1.130847103,-0.083122147,0.077661605,1.208815726,0.233391165,-0.200842641,0.505833048,-0.064958873,-0.616182905,0.171139192,0.555366136,0.245921976,-0.057451389,0.204316553,0.070665869,155.75,0
124617.0,-0.556104653,0.085753822,1.717563663,0.051097263,-0.102959879,1.151549378,-0.044045206,0.530362157,0.417833629,-0.547760683,-0.256416541,-0.081513073,-0.746369042,-0.143456948,-0.16010411,1.155610503,-1.39886578,1.638089427,-0.515971555,0.062851594,0.419331182,1.028215764,0.059829752,0.139531012,-0.537289627,-0.685375183,0.216570404,0.210021131,100.0,0
71132.0,0.380452149,-1.726649464,0.678099439,0.516927471,-1.67180888,-0.311571941,-0.129582226,-0.058488003,1.069546518,-0.584842886,-0.671792861,0.373549275,-0.043799786,-0.31345924,0.371276985,0.227613618,-0.050757192,-0.278689808,0.094896605,0.805870677,0.142011108,-0.390906464,-0.318537339,0.491228482,-0.053170943,0.944300436,-0.117166208,0.091445873,441.63,0
146601.0,-0.333827126,1.016045609,-0.200735896,-0.738872339,0.306319528,-0.57952256,0.532181562,0.425585181,-0.417724622,-0.471410054,0.341060048,0.772710965,-0.191885427,0.657903168,-1.045424203,0.274425892,-0.540975984,-0.165675317,0.252894853,-0.134166466,-0.181260873,-0.526432516,0.095842986,-0.410460498,-0.471778856,0.149367523,0.11715275,0.020344869,9.78,0
7519.0,1.234235046,3.019740421,-4.304596885,4.73279513,3.624200831,-1.357745663,1.713444988,-0.496358487,-1.28285782,-2.447469255,2.101343865,-4.609628391,1.464377625,-6.079337193,-0.339237373,2.581850954,6.739384385,3.042493178,-2.721853122,0.009060836,-0.379068307,-0.704181032,-0.656804756,-1.632652957,1.488901448,0.566797273,-0.010016223,0.146792735,1.0,1
142353.0,-0.324355365,0.634516825,-0.834352759,-2.297575674,1.107376863,-0.447053994,1.137011094,-1.273582557,-1.946070773,0.094687259,-1.277409761,-0.70710563,1.109288037,0.051182919,-0.488887311,0.578286194,0.021503835,-1.477992633,0.719690548,-0.046582759,1.144740253,0.80105498,-0.591398449,0.067167551,0.463010569,0.052682795,0.156794527,0.116696791,84.64,0
155646.0,1.993069022,-1.32767407,0.002551978,-0.626016309,-1.373632385,0.566081222,-1.672316931,0.356575795,0.274579796,0.987717069,0.153595971,0.077510999,-0.167054551,-0.207778206,0.535753581,-0.196382711,-0.933390151,2.48846168,-0.889573123,-0.484293118,-0.101235528,0.118050568,0.291516733,0.331687293,-0.704140087,0.581835206,0.003210741,-0.031136448,49.18,0
49249.0,-1.246618361,0.883896819,0.510915051,-1.562377401,-0.900920916,-1.3153786,-0.048138393,0.552209835,-1.906965156,-0.326766021,-1.031487668,-0.164832593,0.22320178,0.71000006,0.032012112,-1.092410744,0.159950076,0.89827597,-1.148028629,-0.718663323,-0.25570338,-0.662156275,-0.060539943,0.406979716,-0.0378902,0.85719891,-0.386242052,-0.056911871,15.0,0
64990.0,1.200170903,0.249427282,0.394997466,0.632915009,-0.489103264,-0.885602026,-0.071710273,-0.020394744,-0.110103261,-0.088296276,1.666866999,0.530846487,-0.759092995,0.093135463,0.473378803,0.656118874,-0.132761659,0.235774083,0.020643666,-0.133479415,-0.233026817,-0.750361177,0.153198649,0.471716772,0.12993978,0.067343353,-0.032107389,0.020693198,0.89,0
97446.0,0.327793837,0.111423992,-1.318703533,-2.394333317,1.727783608,-0.604019032,0.815789387,-0.363945513,-0.489253257,-0.032640916,0.85739543,-2.815612317,2.239280736,1.684211231,-2.322831627,1.147086051,0.020329123,-0.541903912,0.332097723,0.013395901,0.325732589,1.018410333,-0.241928575,-0.347606548,-0.1350391,-0.210653763,0.021253433,0.076883584,15.95,0
135372.0,1.924953222,0.59168257,-0.467123308,3.560266173,0.451973181,0.121461761,0.051206151,0.028083464,-0.947052532,1.465850982,-1.129560422,-0.505796751,-0.324137709,0.398918523,0.003621245,1.379404512,-1.061430567,-0.621379962,-1.429298865,-0.27261411,-0.461198283,-1.524763736,0.592574759,0.510001175,-0.635514791,-0.665314577,-0.032934669,-0.02430552,7.56,0
81814.0,1.415222566,-0.256201758,0.252332094,-0.602587899,-0.912565762,-1.489847244,-0.132864506,-0.358618122,-1.118090784,0.630728666,0.175611885,-0.326184444,0.205656428,0.053539357,0.473002105,0.830709323,0.475821556,-2.043306044,0.673979788,0.054373101,-0.183586664,-0.652888745,0.171830301,0.696573879,0.310293509,-0.55037184,-0.01413173,0.01725109,8.0,0
15707.0,1.108385762,-0.95400143,1.10928342,-0.465392012,-1.429866346,0.006437426,-1.214106958,0.13399794,0.680701231,0.337444966,2.641835271,-2.580488889,1.292951691,1.349543502,-0.017653233,1.330109121,0.923842263,-0.517840785,-0.15057174,0.16261907,0.370387488,1.046522129,-0.118923161,0.196135894,0.223550917,-0.09559147,0.003862341,0.021893202,99.0,0
162406.0,-5.311679594,2.225501046,-2.802688526,-0.446002226,-0.550445038,-1.379741232,0.93041294,-0.20262649,2.563977714,3.048274514,-0.675102699,-0.775001471,-1.045940685,-1.361482184,1.22634609,0.110733021,0.413001307,0.642623625,-0.125776604,-0.398660036,-0.228987551,0.853072214,-0.126734455,-0.180767986,-0.063618291,-0.303483006,-1.244541686,0.804676246,78.36,0
65434.0,-1.592269392,1.16587755,1.232000162,1.342798695,-0.53420146,1.51717922,-0.87825682,1.505344756,0.303073795,-0.407658566,-0.569157425,1.169460365,-0.396430682,-0.026565124,-2.003221905,-0.955084284,0.945075999,-0.183467608,1.875180882,0.074667584,-0.326218387,-0.609874092,-0.112832656,-0.844148358,0.116244504,-0.325837966,0.302570715,0.072208131,7.99,0
43990.0,-1.082282278,1.332535955,-0.73472623,0.898545379,0.216792218,-0.966822802,-0.043977888,0.760088425,-0.893226394,0.266430724,0.627435058,0.999256598,0.263319794,1.21695203,-0.059597803,-0.030706654,-0.194698281,0.513602989,0.764182294,-0.034933583,0.210861042,0.586267657,-0.087399429,0.032086267,-0.632725619,-0.405619559,0.377187473,0.027372297,1.0,0
82654.0,-4.660467892,2.010041051,-0.285228581,-0.396752678,-0.342316112,-0.354839947,0.746210145,-0.065852728,2.551624986,4.177144863,1.173483371,1.127795432,0.637596791,-1.482649396,-0.760792485,-0.356582208,-0.688333914,-0.343844762,0.570617504,0.661532219,-0.992325293,-0.230964757,0.380135815,0.034219161,0.763465578,0.138893978,-0.32108905,-0.204880428,29.51,0
31274.0,0.063131572,-0.269941499,-0.113826159,-2.83262238,1.211992495,3.792570238,-1.672942057,-0.636953897,-0.624511964,0.204747146,-0.268699257,-0.726760502,0.127995177,-0.28503655,0.55457974,2.192172733,-0.73103656,-0.48420011,-0.507876044,-0.209105524,1.867816403,0.201363552,-0.158003092,1.018130789,0.926801868,-0.171933941,0.221872904,0.225973722,19.0,0
80646.0,-1.138057986,-0.233802968,1.847013071,0.170363894,-1.138532256,0.465780114,-0.587510848,0.798078949,-1.420271878,0.11917497,0.855518936,0.795637746,0.321371825,0.109945386,-0.348669521,-1.347331742,0.11044403,1.630665351,-1.181613194,-0.288774699,-0.032232608,0.054510123,0.344607058,0.158948155,-0.656372698,-0.508253335,0.092086116,0.056522343,112.0,0
636.0,-1.538275027,0.651405427,1.262789112,-0.090370194,1.0364109,-0.960835689,-0.944210885,-2.704302409,0.642587205,0.035964664,-0.845001602,0.526265162,-0.124231074,-0.329943881,-0.894248945,-0.225775169,-0.141310524,-0.719471437,-0.375360808,-0.904795681,2.100201427,-1.049710704,-1.191109885,0.472667752,-0.95993722,-0.050245599,0.09986136,0.077028822,32.51,0
146843.0,-2.55916465,-1.712347213,1.091441005,-2.23505834,0.900794611,0.728585683,-0.990945231,1.117948245,-1.305461932,-0.467989409,0.820038717,0.250136254,0.550978099,0.009596806,0.08872272,1.231298733,0.299254603,-1.805413066,-0.702987813,0.773978865,0.345679423,0.115946294,0.023099382,-1.650859873,0.333439677,-0.287694364,0.179399,-0.221844802,124.0,0
73927.0,-0.897925052,1.487743017,0.586330044,-0.06517796,-0.083114694,-0.753479137,0.330463653,0.403865316,-0.314114967,-0.424313291,-0.838953542,-0.157550907,0.141049683,-0.187914336,0.926961573,0.649781709,-0.019930882,0.075821702,0.07663065,0.145146429,-0.288046056,-0.835618288,-0.016787535,-0.21160762,-0.018515441,0.112431001,0.228569986,0.085760465,9.81,0
2729.0,1.202511834,0.5076141,-0.505728185,1.218851844,0.212962449,-1.038625255,0.464695435,-0.264409833,-0.116072207,-0.440330413,-0.415910471,-0.270452516,-0.30443807,-0.603282513,0.951830554,0.399411175,0.390001625,0.342013372,-0.322809359,-0.048783604,-0.095446085,-0.31389146,-0.184553385,-0.06732462,0.754414741,-0.338469787,0.007711723,0.043433153,40.52,0
156870.0,2.038625438,-0.951240323,-0.757925817,-0.294134069,-1.034520579,-0.871457009,-0.56862358,-0.237228683,-0.157039948,0.832508126,-1.139231244,-0.037736792,0.274621159,-0.07395694,0.174807508,-1.341910347,-0.15738902,1.000787022,-0.837068841,-0.497205335,-0.336987771,-0.465972489,0.244629695,-0.02468467,-0.390075975,0.55498463,-0.04244814,-0.042716626,63.88,0
60154.0,1.256142611,0.159968896,-0.490367351,0.706449666,0.464777705,0.470574625,-0.192650342,0.136113119,0.697239942,-0.813836686,-1.430508055,-0.23440442,-0.055201684,-1.598866431,0.131799723,0.225121615,0.910399116,0.056706585,0.152929025,-0.066735558,-0.246221192,-0.430077961,-0.237065777,-1.379330526,0.658197727,0.527782934,0.015297907,0.025302284,12.31,0
126471.0,1.982910946,-0.364045762,-0.284553644,0.186464291,-0.768510432,-0.815190839,-0.448156446,-0.123849942,1.277409511,-0.221066395,-0.711546728,0.699481871,0.427260115,-0.119910676,0.644134358,0.195059448,-0.515017837,-0.316324584,0.023078805,-0.173317557,-0.18416361,-0.382363477,0.378272891,0.029810313,-0.494980193,-0.288613137,0.009983652,-0.033675567,15.4,0
125970.0,0.052901742,1.060879104,-0.666429362,-0.601511103,1.501014208,-0.237568686,1.116219576,-0.386610045,-0.444119572,-0.275165915,1.011533503,0.448080635,0.818496135,-1.218424594,-0.13691952,0.410500139,-0.027943219,1.01668015,0.229312929,0.041205809,0.341131686,1.181990426,-0.155528079,0.208206198,-1.032917764,0.475089995,-0.204459023,0.039680132,3.94,0
49936.0,1.275165615,0.588195999,-0.087987356,1.096546375,0.146611634,-1.164076153,0.639196943,-0.427445065,-0.469145683,0.007966097,-0.146937998,0.884317063,1.252207326,0.314334658,0.544336674,-0.275945955,-0.384056483,-0.524352909,-0.262175567,-0.071912109,0.018273896,0.168843061,-0.161488849,0.440970543,0.89456739,-0.30081899,1.69e-05,0.013903691,2.99,0
148331.0,-1.474977676,0.823283826,-0.51111895,-2.365623363,0.000267649,0.181750526,-0.706510447,1.042551964,-1.163748766,-0.82042309,0.12823171,-0.275384843,0.556921719,-1.642001359,-1.013147837,2.472549709,0.858947532,0.385401925,0.10625874,-0.017949796,0.352445361,0.754075376,-0.26676414,-0.305731585,0.182420967,-0.178750991,-0.120603703,0.070686075,19.95,0
27545.0,-0.62970132,0.485505184,1.43736115,1.092972568,0.233790635,-0.774436336,0.631581352,-0.026132899,-0.630255275,-0.263151163,0.095286796,-0.072082287,-0.482059702,0.509238356,1.286217643,-0.75331843,0.310563749,-0.430167298,-0.133608366,0.128917449,0.276598389,0.662847027,0.123280774,0.605306306,-0.378594088,-0.338559614,0.157359766,0.176438145,57.26,0
58860.0,-1.026777321,1.845207615,-0.37264227,1.25287505,-0.146378839,-1.301657208,-0.028720401,0.705233586,-0.708959636,-0.963582514,-0.313241553,-0.217451535,-0.208092614,-0.774688986,1.163912474,0.50570221,1.463205724,0.926815164,0.076422828,-0.108057608,0.091866556,0.126618498,-0.101168472,0.246819748,-0.147602558,-0.327506679,0.020385961,0.001872895,1.0,0
49538.0,1.389642773,-0.40232678,0.579464899,-0.667733881,-1.056188415,-1.023067323,-0.481082011,-0.242017105,-0.896445973,0.582718784,-0.044722413,-0.119880775,0.974158567,-0.308473339,0.729595306,1.200309714,0.172777223,-1.675402216,0.600137921,0.137656463,-0.080785922,-0.337068386,0.118112964,0.39371382,0.253327302,-0.485260826,0.013554302,0.026048021,17.99,0
146242.0,2.012621893,-0.372190908,-0.261691343,0.465321728,-0.799914063,-0.688636933,-0.599151279,-0.103741692,1.138494958,0.042037901,-0.881972502,0.422135841,0.393422728,-0.229606357,0.515375185,0.351296701,-0.556041177,0.062573915,-0.364259702,-0.192546491,0.245992148,0.947972619,0.123110752,0.120507484,-0.207125484,0.639548765,-0.0209589,-0.049583262,1.0,0
65736.0,-1.209325418,-0.01356412,2.237339503,-1.768876455,-1.050720007,-0.243730741,-0.715102217,0.531272073,-1.199344136,-0.475560695,-1.240519495,0.151141357,1.794635774,-0.504452736,0.727452934,-0.193956106,-0.713609944,1.782056626,-1.614986655,-0.3216826,-0.052434098,0.04057632,-0.196915159,-0.082076075,0.132391403,1.037830226,-0.111828508,-0.040753673,36.49,0
