order_id,order_date,customer_id,country,city,category,gmv_inr,status,ship_hours,promised_hours,late_flag
36801,2016-06-21 04:40:00,3380,Estados Unidos,Philadelphia,Men's Footwear,10789.17,Delivered,0,0,0
62026,2017-06-24 10:07:00,6521,Francia,Other,Women's Apparel,20750.0,Delivered,48,96,0
58287,2017-04-30 20:10:00,8517,Colombia,Other,Cleats,14937.51,Delivered,72,96,0
9735,2015-05-23 02:15:00,6244,México,Mexico City,Women's Apparel,12450.0,Delivered,144,96,1
47834,2016-11-29 06:01:00,5491,Irak,Other,Women's Apparel,8300.0,Delivered,0,0,0
43463,2016-09-26 10:40:00,6472,Ucrania,Other,Cardio Equipment,24897.51,Delivered,96,96,0
35231,2016-05-29 06:38:00,9887,Estados Unidos,Other,Men's Footwear,10789.17,Delivered,48,96,0
10248,2015-05-30 13:58:00,8393,Brasil,Other,Cardio Equipment,8299.17,Delivered,96,96,0
63903,2017-07-21 19:43:00,964,Irlanda,Other,Water Sports,16599.17,Delivered,24,0,1
13837,2015-07-21 23:22:00,3514,Alemania,Other,Camping & Hiking,24898.34,Delivered,48,24,1
67512,2017-09-12 12:06:00,9764,Francia,Other,Camping & Hiking,24898.34,Delivered,72,96,0
71392,2017-11-08 03:26:00,14945,Austria,Other,Other,13643.54,Delivered,48,24,0
27081,2016-01-31 07:19:00,8725,Filipinas,Other,Indoor/Outdoor Games,20741.7,Delivered,48,96,0
24629,2015-12-26 12:17:00,9092,India,Other,Women's Apparel,4150.0,Delivered,120,96,1
47015,2016-11-17 07:05:00,1298,Turquía,Other,Men's Footwear,10789.17,Delivered,48,24,1
39583,2016-07-31 19:20:00,5028,Estados Unidos,Other,Water Sports,16599.17,Delivered,96,96,0
31650,2016-04-07 00:03:00,10506,Estados Unidos,New York City,Cardio Equipment,16598.34,Delivered,144,96,1
28928,2016-02-27 06:25:00,10655,Tailandia,Bangkok,Camping & Hiking,24898.34,Delivered,96,96,0
36339,2016-06-14 10:49:00,2452,Estados Unidos,Los Angeles,Women's Apparel,20750.0,Delivered,120,96,1
27114,2016-01-31 18:53:00,11530,Australia,Other,Cleats,9958.34,Delivered,120,96,1
25472,2016-01-07 19:37:00,8604,Australia,Perth,Water Sports,16599.17,Delivered,48,24,1
19166,2015-10-07 18:21:00,9831,Países Bajos,Other,Golf Balls,7465.85,Delivered,48,96,0
34473,2016-05-18 05:04:00,1501,Estados Unidos,Other,Indoor/Outdoor Games,20741.7,Delivered,96,96,0
24428,2015-12-23 13:51:00,4908,Australia,Other,Cleats,4979.17,Delivered,96,96,0
19206,2015-10-08 08:22:00,10576,Francia,Other,Men's Footwear,10789.17,Delivered,48,96,0
10158,2015-05-29 06:26:00,5560,Brasil,Other,Electronics,17260.68,Delivered,96,96,0
12915,2015-07-08 12:20:00,5050,Francia,Other,Water Sports,16599.17,Delivered,144,96,1
7647,2015-04-22 14:44:00,2813,México,Other,Other,12450.0,Delivered,24,0,1
25970,2016-01-15 02:05:00,387,Australia,Brisbane,Indoor/Outdoor Games,16593.36,Delivered,144,96,1
36881,2016-06-22 08:42:00,11674,Estados Unidos,New York City,Fishing,33198.34,Delivered,48,96,0
30871,2016-03-26 15:08:00,8790,Nueva Zelanda,Other,Cardio Equipment,41495.85,Delivered,48,96,0
51415,2017-01-20 12:36:00,2021,Brasil,Other,Women's Apparel,8300.0,Delivered,144,96,1
13836,2015-07-21 23:01:00,2192,Francia,Other,Indoor/Outdoor Games,8296.68,Delivered,48,96,0
47224,2016-11-20 08:19:00,2476,Kenia,Other,Water Sports,16599.17,Delivered,0,0,0
3507,2015-02-21 04:18:00,10942,Cuba,Other,Cardio Equipment,41495.85,Delivered,72,96,0
2319,2015-02-03 20:05:00,11005,Argentina,Other,Cleats,9958.34,Delivered,48,24,1
46093,2016-11-03 20:04:00,6480,Rusia,Other,Other,4978.34,Delivered,96,96,0
32803,2016-04-23 20:00:00,7435,Estados Unidos,New York City,Fishing,33198.34,Delivered,96,48,1
59009,2017-05-11 09:07:00,3890,Argentina,Buenos Aires,Fishing,33198.34,Delivered,48,24,1
43645,2016-09-29 02:26:00,3840,República Democrática del Congo,Kinshasa,Camping & Hiking,24898.34,Delivered,48,24,1
67234,2017-09-08 10:42:00,12266,Italia,Other,Water Sports,16599.17,Delivered,120,96,1
55116,2017-03-15 13:14:00,4520,Panamá,Other,Women's Apparel,4150.0,Delivered,48,96,0
10109,2015-05-28 13:16:00,5788,Brasil,Other,Golf Balls,5972.68,Delivered,120,96,1
45274,2016-10-22 21:08:00,10078,Ucrania,Other,Water Sports,16599.17,Delivered,48,24,1
13847,2015-07-22 02:52:00,5412,Francia,Other,Men's Footwear,10789.17,Delivered,48,24,1
21619,2015-11-12 13:44:00,11426,China,Other,Indoor/Outdoor Games,16593.36,Delivered,120,96,1
10991,2015-06-10 10:17:00,4150,Francia,Other,Camping & Hiking,24898.34,Delivered,48,48,0
72555,2017-11-25 02:53:00,16108,China,Other,Other,21633.95,Delivered,48,24,0
2428,2015-02-05 10:17:00,5965,El Salvador,Other,Shop By Sport,16595.85,Delivered,96,96,0
28100,2016-02-15 04:19:00,4711,China,Other,Women's Apparel,4150.0,Delivered,48,24,0
43098,2016-09-21 02:47:00,1300,Rumania,Other,Women's Apparel,4150.0,Delivered,48,24,1
39193,2016-07-26 02:42:00,9817,Estados Unidos,Other,Cleats,14937.51,Delivered,96,96,0
4599,2015-03-09 02:53:00,7021,México,Other,Women's Apparel,12450.0,Delivered,0,0,0
18187,2015-09-23 11:21:00,5226,Reino Unido,Other,Men's Footwear,10789.17,Delivered,48,24,1
18648,2015-09-30 04:52:00,10282,Francia,Other,Indoor/Outdoor Games,16593.36,Delivered,96,96,0
59504,2017-05-18 14:33:00,8706,Venezuela,Other,Shop By Sport,3319.17,Delivered,120,96,1
70667,2017-10-28 13:26:00,14220,España,Other,Other,124500.0,Delivered,72,96,0
10562,2015-06-04 03:59:00,5525,Francia,Other,Cleats,14937.51,Delivered,72,96,0
13012,2015-07-09 22:19:00,4339,Países Bajos,Other,Other,19916.68,Delivered,72,96,0
12393,2015-06-30 21:28:00,10659,Italia,Other,Water Sports,16599.17,Delivered,96,96,0
45610,2016-10-27 18:51:00,10291,República Democrática del Congo,Other,Men's Footwear,10789.17,Delivered,144,96,1
62880,2017-07-06 21:18:00,5371,Reino Unido,Other,Cardio Equipment,24897.51,Delivered,144,48,1
69214,2017-10-07 08:23:00,12767,Reino Unido,Other,Other,4903.64,Delivered,48,24,1
72014,2017-11-17 05:21:00,15567,China,Other,Other,44204.14,Delivered,120,96,1
73565,2017-12-09 20:44:00,17118,Pakistán,Other,Other,3299.25,Delivered,144,96,1
4411,2015-03-06 09:01:00,4001,México,Other,Women's Apparel,20750.0,Delivered,48,48,0
51350,2017-01-19 13:50:00,10667,Brasil,Other,Fishing,33198.34,Delivered,144,48,1
36079,2016-06-10 15:43:00,2455,Estados Unidos,Houston,Indoor/Outdoor Games,12445.02,Delivered,120,96,1
46998,2016-11-17 01:08:00,5068,Marruecos,Other,Water Sports,16599.17,Delivered,48,24,1
20699,2015-10-30 03:25:00,6739,China,Other,Other,5808.34,Delivered,48,24,1
26649,2016-01-24 23:58:00,7876,Indonesia,Yakarta,Men's Footwear,10789.17,Delivered,120,96,1
36889,2016-06-22 11:30:00,7739,Estados Unidos,Other,Water Sports,16599.17,Delivered,120,96,1
17580,2015-09-14 14:42:00,1118,Reino Unido,Other,Cardio Equipment,33196.68,Delivered,144,96,1
8044,2015-04-28 09:49:00,640,Guatemala,Other,Fishing,33198.34,Delivered,120,96,1
46054,2016-11-03 06:25:00,11054,Polonia,Other,Women's Apparel,4150.0,Delivered,120,48,1
57645,2017-04-21 11:15:00,2630,México,Other,Water Sports,16599.17,Delivered,144,96,1
66013,2017-08-21 14:56:00,2723,Alemania,Berlín,Cleats,24895.85,Delivered,96,48,1
61402,2017-06-15 07:30:00,5970,Brasil,Other,Women's Apparel,8300.0,Delivered,72,96,0
8929,2015-05-11 07:52:00,7647,Brasil,Other,Water Sports,16599.17,Delivered,120,96,0
27547,2016-02-07 02:35:00,9879,India,Other,Camping & Hiking,24898.34,Delivered,72,96,0
5198,2015-03-17 20:44:00,6589,Nicaragua,Other,Shop By Sport,6638.34,Delivered,96,96,0
59634,2017-05-20 12:05:00,7586,Guatemala,Villa Nueva,Cleats,4979.17,Delivered,24,0,1
68347,2017-09-24 16:38:00,11568,Alemania,Other,Shop By Sport,13276.68,Delivered,24,0,1
23922,2015-12-16 04:35:00,4966,Indonesia,Yakarta,Women's Apparel,4150.0,Delivered,72,48,1
3712,2015-02-24 04:07:00,11798,México,Other,Fishing,33198.34,Delivered,72,96,0
10635,2015-06-05 05:33:00,6770,Suecia,Other,Men's Footwear,10789.17,Delivered,0,0,0
51862,2017-01-27 01:13:00,12204,Nicaragua,León,Shop By Sport,3319.17,Delivered,48,24,1
40481,2016-08-13 21:56:00,4514,Estados Unidos,Other,Shop By Sport,6638.34,Delivered,48,96,0
32143,2016-04-14 04:46:00,10905,Estados Unidos,Other,Water Sports,16599.17,Delivered,96,96,0
64431,2017-07-29 12:41:00,638,Austria,Viena,Women's Apparel,20750.0,Delivered,48,96,0
6988,2015-04-12 23:51:00,7285,República Dominicana,Santo Domingo,Indoor/Outdoor Games,4148.34,Delivered,96,96,0
1282,2015-01-19 16:47:00,9392,Brasil,Other,Fishing,33198.34,Delivered,48,24,1
29665,2016-03-09 00:37:00,11672,Tailandia,Bangkok,Cleats,14937.51,Delivered,144,48,1
54098,2017-02-28 16:35:00,3499,El Salvador,Soyapango,Cardio Equipment,8299.17,Delivered,48,24,1
24838,2015-12-29 13:30:00,8038,Australia,Other,Men's Footwear,10789.17,Delivered,96,96,0
67894,2017-09-18 01:56:00,10413,Francia,Other,Men's Footwear,10789.17,Delivered,120,96,1
53997,2017-02-27 05:12:00,7422,México,Other,Shop By Sport,3319.17,Delivered,72,48,1
58578,2017-05-05 02:07:00,10448,Honduras,Other,Indoor/Outdoor Games,4148.34,Delivered,48,24,1
60143,2017-05-27 22:25:00,3526,Panamá,San Miguelito,Men's Footwear,10789.17,Delivered,96,96,0
43882,2016-10-02 13:28:00,10573,Nigeria,Lagos,Golf Balls,4976.68,Delivered,72,48,1
27981,2016-02-13 10:38:00,5322,Australia,Other,Men's Footwear,10789.17,Delivered,48,96,0
14975,2015-08-07 14:03:00,5026,Italia,Other,Camping & Hiking,24898.34,Delivered,144,96,1
65113,2017-08-08 11:38:00,2955,Alemania,Berlín,Fishing,33198.34,Delivered,96,96,0
42998,2016-09-19 15:45:00,6221,Canada,Other,Cardio Equipment,2490.0,Delivered,96,96,0
60293,2017-05-30 02:58:00,2226,México,Other,Cleats,24895.85,Delivered,96,96,0
55196,2017-03-16 17:16:00,12056,Brasil,São Paulo,Shop By Sport,16595.85,Delivered,48,96,0
58464,2017-05-03 10:11:00,2386,Honduras,San Pedro Sula,Men's Footwear,10789.17,Delivered,48,24,1
25460,2016-01-07 15:25:00,11875,Australia,Brisbane,Indoor/Outdoor Games,8296.68,Delivered,144,48,1
52644,2017-02-07 11:11:00,9995,El Salvador,San Salvador,Shop By Sport,16595.85,Delivered,120,48,1
67736,2017-09-15 18:35:00,9517,Reino Unido,Other,Cleats,9958.34,Delivered,48,96,0
53627,2017-02-21 19:34:00,11561,Guatemala,Mixco,Camping & Hiking,24898.34,Delivered,72,96,0
38161,2016-07-11 01:08:00,6388,Estados Unidos,Los Angeles,Men's Footwear,10789.17,Delivered,48,96,0
59812,2017-05-23 02:27:00,5755,Colombia,Other,Men's Footwear,10789.17,Delivered,72,96,0
307,2015-01-05 11:12:00,8818,El Salvador,San Salvador,Accessories,4148.34,Delivered,72,48,1
51428,2017-01-20 17:10:00,2508,Panamá,San Miguelito,Shop By Sport,6638.34,Delivered,96,96,0
41207,2016-08-24 12:17:00,708,Estados Unidos,Other,Fishing,33198.34,Delivered,72,96,0
52337,2017-02-02 23:37:00,7549,República Dominicana,Other,Camping & Hiking,24898.34,Delivered,72,96,0
24141,2015-12-19 09:19:00,10714,Australia,Perth,Fishing,33198.34,Delivered,48,24,1
55829,2017-03-25 23:02:00,6428,República Dominicana,Santo Domingo,Indoor/Outdoor Games,8296.68,Delivered,120,96,1
69248,2017-10-07 20:18:00,12801,Italia,Other,Other,4903.64,Delivered,96,96,0
43600,2016-09-28 10:40:00,2084,Sudán,Other,Men's Footwear,10789.17,Delivered,144,96,1
4840,2015-03-12 15:19:00,3533,México,Other,Women's Apparel,12450.0,Delivered,144,96,1
19634,2015-10-14 14:18:00,3907,Países Bajos,Other,Men's Footwear,10789.17,Delivered,120,48,1
70799,2017-10-30 11:41:00,14352,Italia,Other,Other,124500.0,Delivered,120,48,1
67441,2017-09-11 11:14:00,6655,Alemania,Other,Women's Apparel,20750.0,Delivered,48,48,0
59529,2017-05-18 23:18:00,11785,Honduras,Tegucigalpa,Cardio Equipment,41495.85,Delivered,120,48,1
68812,2017-10-01 11:33:00,1985,Alemania,Other,Fishing,33198.34,Delivered,72,96,0
13886,2015-07-22 16:32:00,3229,Alemania,Other,Men's Footwear,10789.17,Delivered,48,48,0
67591,2017-09-13 15:47:00,9897,Reino Unido,Other,Shop By Sport,6638.34,Delivered,48,96,0
15869,2015-08-20 15:16:00,11426,Francia,Other,Cleats,9958.34,Delivered,48,24,1
33407,2016-05-02 15:36:00,2950,Estados Unidos,Other,Women's Apparel,16600.0,Delivered,48,24,1
75449,2018-01-06 08:47:00,19002,India,Other,Other,21633.95,Delivered,120,96,1
21108,2015-11-05 02:43:00,10978,India,Other,Camping & Hiking,24898.34,Delivered,96,48,1
60169,2017-05-28 07:31:00,10157,Guatemala,Other,Cardio Equipment,41495.85,Delivered,120,96,1
67821,2017-09-17 00:22:00,3313,Alemania,Other,Shop By Sport,6638.34,Delivered,0,0,0
21828,2015-11-15 14:58:00,6724,Corea del Sur,Other,Camping & Hiking,24898.34,Delivered,48,24,1
64690,2017-08-02 07:26:00,11173,España,Other,Other,9959.17,Delivered,144,96,1
38917,2016-07-22 02:00:00,829,Estados Unidos,Los Angeles,Men's Footwear,10789.17,Delivered,72,96,0
8889,2015-05-10 17:51:00,2958,Brasil,Other,Cleats,9958.34,Delivered,120,96,1
37883,2016-07-06 23:45:00,8203,Estados Unidos,Other,Cleats,19916.68,Delivered,96,96,0
10425,2015-06-02 03:59:00,6840,Bélgica,Other,Fishing,33198.34,Delivered,48,24,1
9556,2015-05-20 11:32:00,8492,El Salvador,Other,Fishing,33198.34,Delivered,48,48,0
10707,2015-06-06 06:47:00,5516,Francia,Other,Shop By Sport,3319.17,Delivered,72,96,0
53788,2017-02-24 03:58:00,7619,México,Other,Men's Footwear,10789.17,Delivered,96,96,0
37541,2016-07-01 23:56:00,9959,Estados Unidos,Seattle,Cleats,4979.17,Delivered,48,96,0
21486,2015-11-10 15:09:00,11463,Indonesia,Other,Cleats,4979.17,Delivered,48,96,0
53645,2017-02-22 01:52:00,6775,Bolivia,Other,Women's Apparel,4150.0,Delivered,144,96,1
37758,2016-07-05 03:57:00,3336,Estados Unidos,Other,Fishing,33198.34,Delivered,96,48,1
45367,2016-10-24 05:43:00,9936,Senegal,Other,Fishing,33198.34,Delivered,48,24,1
47760,2016-11-28 04:06:00,3993,Sudán,Other,Cleats,14937.51,Delivered,144,48,1
24074,2015-12-18 09:50:00,10751,China,Other,Men's Footwear,10789.17,Delivered,0,0,0
35145,2016-05-28 00:30:00,1108,Estados Unidos,Other,Indoor/Outdoor Games,4148.34,Delivered,144,96,1
8977,2015-05-12 00:41:00,10966,México,Other,Cleats,14937.51,Delivered,72,96,0
66910,2017-09-03 17:12:00,5590,Francia,Other,Cleats,14937.51,Delivered,144,48,1
5508,2015-03-22 09:20:00,9549,Argentina,Other,Men's Footwear,10789.17,Delivered,96,96,0
68155,2017-09-21 21:22:00,2530,Francia,Other,Fishing,33198.34,Delivered,144,48,1
5275,2015-03-18 23:43:00,8248,El Salvador,San Salvador,Fishing,33198.34,Delivered,144,48,1
72540,2017-11-24 21:38:00,16093,Australia,Melbourne,Other,17500.55,Delivered,144,96,1
35198,2016-05-28 19:04:00,4109,Estados Unidos,Philadelphia,Women's Apparel,4150.0,Delivered,96,96,0
14392,2015-07-30 01:48:00,1039,Francia,Other,Women's Apparel,8300.0,Delivered,72,48,1
70554,2017-10-26 21:51:00,14107,Francia,Other,Other,124500.0,Delivered,120,96,1
8976,2015-05-12 00:20:00,11576,Brasil,Other,Men's Footwear,10789.17,Delivered,48,96,0
54693,2017-03-09 09:02:00,6403,Cuba,Other,Cardio Equipment,24897.51,Delivered,96,96,0
38338,2016-07-13 15:09:00,1793,Estados Unidos,New York City,Women's Apparel,20750.0,Delivered,48,24,1
16235,2015-08-25 23:29:00,11651,Países Bajos,Other,Fishing,33198.34,Delivered,144,96,1
54486,2017-03-06 08:31:00,11842,Brasil,Other,Men's Footwear,10789.17,Delivered,48,48,0
16375,2015-08-28 00:32:00,3423,Francia,Other,Water Sports,16599.17,Delivered,144,96,1
43190,2016-09-22 11:01:00,4631,Irán,Other,Cardio Equipment,16598.34,Delivered,144,96,1
68439,2017-09-26 00:52:00,10490,Francia,Other,Cardio Equipment,16598.34,Delivered,120,96,1
27858,2016-02-11 15:32:00,142,India,Other,Electronics,7965.51,Delivered,96,96,0
39266,2016-07-27 04:16:00,9639,Estados Unidos,Other,Water Sports,16599.17,Delivered,48,96,0
53975,2017-02-26 21:29:00,11794,Honduras,Other,Camping & Hiking,24898.34,Delivered,144,96,1
20958,2015-11-02 22:10:00,2462,China,Other,Camping & Hiking,24898.34,Delivered,96,96,0
62158,2017-06-26 08:21:00,7418,Reino Unido,Other,Indoor/Outdoor Games,8296.68,Delivered,96,48,1
56207,2017-03-31 11:27:00,7371,Uruguay,Other,Indoor/Outdoor Games,16593.36,Delivered,72,48,1
39991,2016-08-06 18:16:00,3915,Estados Unidos,Other,Fishing,33198.34,Delivered,48,96,0
46418,2016-11-08 13:56:00,8864,Turquía,Other,Fishing,33198.34,Delivered,96,96,0
15280,2015-08-12 00:54:00,3686,Austria,Viena,Fishing,33198.34,Delivered,144,96,1
56794,2017-04-09 01:07:00,10101,Colombia,Other,Cleats,9958.34,Delivered,0,0,0
6278,2015-04-02 15:06:00,11793,Cuba,Other,Indoor/Outdoor Games,20741.7,Delivered,96,96,0
5341,2015-03-19 22:50:00,2589,México,Mexico City,Camping & Hiking,24898.34,Delivered,48,24,1
50971,2017-01-14 01:03:00,5461,Ghana,Other,Indoor/Outdoor Games,4148.34,Delivered,48,48,0
58256,2017-04-30 09:19:00,5047,Colombia,Other,Cleats,19916.68,Delivered,48,96,0
46508,2016-11-09 21:28:00,2237,Arabia Saudí,Other,Men's Footwear,10789.17,Delivered,96,96,0
14510,2015-07-31 19:08:00,4375,Alemania,Other,Cardio Equipment,33196.68,Delivered,144,48,1
10388,2015-06-01 15:01:00,8694,Reino Unido,Other,Fishing,33198.34,Delivered,96,96,0
44425,2016-10-10 11:42:00,3497,Marruecos,Other,Cardio Equipment,33196.68,Delivered,144,96,1
68934,2017-10-03 06:18:00,12487,Francia,Other,Other,2579.64,Delivered,120,96,1
4334,2015-03-05 06:02:00,11089,República Dominicana,Santo Domingo,Camping & Hiking,24898.34,Delivered,120,96,1
29187,2016-03-02 01:09:00,3445,Pakistán,Other,Indoor/Outdoor Games,4148.34,Delivered,72,96,0
62153,2017-06-26 06:36:00,5583,Alemania,Berlín,Cleats,14937.51,Delivered,96,96,0
8213,2015-04-30 21:01:00,749,Cuba,Other,Women's Apparel,4150.0,Delivered,48,24,1
55726,2017-03-24 10:56:00,1292,México,Juárez,Women's Apparel,16600.0,Delivered,48,48,0
23589,2015-12-11 07:55:00,9057,Filipinas,Manila,Cleats,24895.85,Delivered,120,96,1
24458,2015-12-24 00:22:00,943,Australia,Other,Camping & Hiking,24898.34,Delivered,48,24,1
40786,2016-08-18 08:48:00,3444,Estados Unidos,Other,Water Sports,16599.17,Delivered,48,96,0
56779,2017-04-08 19:51:00,10490,México,Other,Water Sports,16599.17,Delivered,120,48,1
51787,2017-01-25 22:56:00,11278,Honduras,Other,Other,14937.51,Delivered,72,96,0
2671,2015-02-08 23:25:00,9575,México,Other,Water Sports,16599.17,Delivered,48,96,0
12772,2015-07-06 10:15:00,165,España,Other,Men's Footwear,10789.17,Delivered,0,0,0
54345,2017-03-04 07:07:00,6746,México,Other,Electronics,2323.17,Delivered,48,24,1
4367,2015-03-05 17:36:00,11332,Brasil,Other,Other,6638.34,Delivered,72,96,0
4952,2015-03-14 06:33:00,7150,Cuba,Other,Cardio Equipment,41495.85,Delivered,72,96,0
3911,2015-02-27 01:50:00,8430,Panamá,Panama City,Women's Apparel,16600.0,Delivered,48,48,0
37127,2016-06-25 22:53:00,10663,Estados Unidos,Other,Indoor/Outdoor Games,8296.68,Delivered,72,96,0
57682,2017-04-22 00:13:00,11711,México,Mexico City,Electronics,11615.85,Delivered,72,96,0
33513,2016-05-04 04:44:00,3228,Estados Unidos,Other,Electronics,5310.34,Delivered,96,48,1
71740,2017-11-13 05:22:00,15293,China,Other,Other,44204.14,Delivered,144,48,1
1520,2015-01-23 04:10:00,12309,México,Other,Fishing,33198.34,Delivered,144,48,1
26366,2016-01-20 20:50:00,7368,India,Other,Cardio Equipment,41495.85,Delivered,48,24,1
47278,2016-11-21 03:14:00,5504,Canada,Other,Women's Apparel,16600.0,Delivered,96,48,1
